Date,Omicron,Delta,Alpha,BA.1,BA.1.1.X,BA.2.X,BA.2.12.X,BA.4.X,BA.5.X,BA.2.75,BA.4.6,BQ.1.X,BQ.1.1.X,BF.7.X,XBB.X,XBB.1.5.X,Recombinants,XBB.1.9.X,XBB.1.16.X
2022-05-05,97.2,0.0,0.0,0.0,0.0,49.2,46.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,97.5,0.0,0.0,0.0,0.0,40.4,54.1,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26,97.8,0.0,0.0,0.0,0.0,40.3,50.6,3.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,97.6,0.0,0.0,0.0,0.0,22.5,63.5,5.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-05,97.3,0.0,0.0,0.0,0.0,24.2,54.3,6.7,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,97.8,0.0,0.0,0.0,0.0,23.6,48.9,8.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,97.6,0.0,0.0,0.0,0.0,15.4,35.8,15.5,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,96.7,0.0,0.0,0.0,0.0,11.5,16.6,9.1,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,97.7,0.0,0.0,0.0,0.0,6.5,12.3,16.5,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,96.2,0.0,0.0,0.0,0.0,9.5,9.0,8.5,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,96.8,0.0,0.0,0.0,0.0,6.7,3.8,3.6,80.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,95.8,0.0,0.0,0.0,0.0,1.7,7.6,9.2,76.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,97.0,0.0,0.0,0.0,0.0,1.7,2.3,8.6,78.5,0.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,97.0,0.0,0.0,0.0,0.0,2.1,13.6,8.1,70.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,97.0,0.0,0.0,0.0,0.0,2.9,2.0,5.4,80.2,0.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,97.4,0.0,0.0,0.0,0.0,1.1,0.6,23.4,68.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,96.3,0.0,0.0,0.0,0.0,0.9,0.6,6.0,83.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,97.9,0.0,0.0,0.0,0.0,0.1,0.0,2.7,88.4,0.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,96.6,0.0,0.0,0.0,0.0,2.5,0.5,14.9,73.4,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,97.3,0.0,0.0,0.0,0.0,2.2,0.5,8.1,76.8,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,98.1,0.0,0.0,0.0,0.0,0.0,0.0,9.4,85.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,97.6,0.0,0.0,0.0,0.0,0.4,0.0,26.0,55.3,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,97.9,0.0,0.0,0.0,0.0,0.1,0.0,1.1,90.8,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,98.7,0.0,0.0,0.0,0.0,0.0,0.0,2.6,85.6,2.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,96.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,96.6,0.0,0.0,0.0,0.0,1.6,0.0,12.3,79.5,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,97.0,0.0,0.0,0.0,0.0,0.1,0.0,26.7,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-04,95.9,0.0,0.0,0.0,0.0,0.4,0.0,4.4,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-08,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,96.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,88.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-15,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,93.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-18,95.9,0.0,0.0,0.0,0.0,0.2,0.0,0.4,91.8,0.0,1.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
2022-09-21,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,77.4,0.0,13.6,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0
2022-09-22,96.5,0.0,0.0,0.0,0.0,0.1,0.0,0.6,80.5,0.0,6.4,3.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-25,96.5,0.0,0.0,0.0,0.0,0.0,0.0,5.3,71.2,0.0,12.1,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,96.2,0.0,0.0,0.0,0.0,0.1,0.0,3.9,90.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,91.2,0.0,4.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,0.0,0.0,0.1,19.6,1.1,0.0,0.0,0.0,0.0,0.0
2022-10-13,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,7.0,10.9,0.0,6.1,0.0,0.0,0.0,0.0,0.0
2022-10-19,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,82.3,0.0,0.0,0.1,12.3,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,95.6,0.0,0.0,0.0,0.0,0.8,0.0,5.4,51.7,0.0,0.8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,97.3,0.0,0.0,0.0,0.0,1.1,0.0,0.4,68.2,0.0,1.4,0.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,97.6,0.0,0.0,0.0,0.0,7.8,0.0,4.3,60.5,0.0,11.9,3.6,8.3,1.0,0.0,0.0,0.0,0.0,0.0
2022-11-06,93.9,0.0,0.0,0.0,0.0,1.9,0.0,0.5,49.6,0.0,3.0,1.2,35.2,0.9,0.0,0.0,0.0,0.0,0.0
2022-11-08,87.1,0.0,0.0,0.0,0.0,22.9,0.0,4.6,38.9,0.0,0.0,7.1,8.9,2.8,0.0,0.0,0.0,0.0,0.0
2022-11-11,98.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,70.2,0.0,0.0,0.6,27.2,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,94.6,0.0,0.0,0.0,0.0,6.3,0.0,0.3,43.4,0.0,0.0,1.2,33.8,1.3,0.3,0.4,7.7,0.0,0.0
2022-11-18,94.4,0.0,0.0,0.0,0.0,8.9,0.0,0.4,55.3,0.0,0.0,3.4,26.1,0.1,0.0,0.0,0.2,0.0,0.0
2022-11-20,95.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,41.5,0.0,0.0,0.8,42.9,0.0,6.9,0.1,0.3,0.0,0.0
2022-11-22,92.7,0.0,0.0,0.0,0.0,7.0,0.0,0.3,23.3,0.0,0.0,12.2,39.8,3.8,1.5,0.0,4.8,0.0,0.0
2022-12-04,93.1,0.0,0.0,0.0,0.0,2.2,0.0,0.2,35.2,0.0,0.0,20.7,14.0,1.2,18.9,0.3,0.4,0.0,0.0
2022-12-06,93.1,0.0,0.0,0.0,0.0,5.2,0.1,0.0,19.0,0.0,0.0,59.3,5.7,0.7,2.9,0.2,0.0,0.0,0.0
2022-12-08,92.6,0.0,0.0,0.0,0.0,6.2,0.0,1.2,9.3,0.0,0.0,41.5,30.8,0.2,1.0,0.4,2.1,0.0,0.0
2022-12-13,95.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,30.8,0.0,0.0,24.1,33.3,0.7,0.7,0.4,0.8,0.0,0.0
2022-12-15,92.9,0.0,0.0,0.0,0.0,8.7,0.0,0.3,10.0,0.0,0.0,20.7,46.3,0.9,5.0,0.3,0.6,0.0,0.0
2022-12-20,94.7,0.0,0.0,0.0,0.0,2.2,0.0,0.0,3.4,0.0,0.0,9.0,77.2,0.0,2.5,0.2,0.0,0.0,0.0
2022-12-22,93.6,0.0,0.0,0.0,0.0,3.9,0.0,0.0,15.0,0.0,0.0,24.2,46.4,0.3,2.4,0.3,1.1,0.0,0.0
2022-12-27,93.1,0.0,0.0,0.0,0.0,2.7,0.0,0.1,2.8,0.0,0.0,12.2,65.4,0.3,4.1,5.1,0.4,0.0,0.0
2022-12-30,94.2,0.0,0.0,0.0,0.0,16.7,0.0,0.0,14.0,0.0,0.0,20.3,38.3,0.0,0.1,4.5,0.3,0.0,0.0
2023-01-03,96.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,1.9,92.8,0.0,0.4,0.5,0.0,0.0,0.0
2023-01-10,92.3,0.0,0.0,0.0,0.0,9.1,0.0,0.7,5.6,0.0,0.0,10.8,40.8,0.0,1.3,22.4,1.6,0.0,0.0
2023-01-15,95.5,0.0,0.0,0.0,0.0,5.3,0.0,0.0,5.7,0.0,0.0,21.0,40.0,0.0,3.9,19.5,0.2,0.0,0.0
2023-01-17,95.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,1.2,51.3,0.0,1.6,26.8,0.7,0.0,0.0
2023-01-19,92.7,0.0,0.0,0.0,0.0,13.6,0.0,0.0,20.7,0.0,0.0,20.0,6.1,0.0,7.7,24.0,0.8,0.0,0.0
2023-01-23,95.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,3.6,0.0,0.0,15.9,34.7,0.0,22.9,9.2,1.2,0.0,0.0
2023-01-26,95.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,16.5,0.0,0.0,15.2,34.8,0.0,7.2,18.4,2.3,0.0,0.0
2023-01-31,98.7,0.0,0.0,0.0,0.0,6.1,0.0,0.0,5.8,0.0,0.0,17.5,19.4,0.0,24.4,25.3,0.2,0.0,0.0
2023-02-02,94.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.7,0.0,0.0,0.9,33.1,0.0,18.5,34.4,3.2,0.0,0.0
2023-02-05,95.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.4,0.0,0.0,0.8,21.2,0.0,1.3,68.0,0.0,0.0,0.0
2023-02-07,94.9,0.0,0.0,0.0,0.0,1.1,0.0,0.1,4.5,0.0,0.0,5.0,11.7,0.0,4.8,67.4,0.3,0.0,0.0
2023-02-12,95.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.1,0.0,0.0,3.1,11.6,0.0,3.2,76.2,0.3,0.0,0.0
2023-02-16,96.2,0.0,0.0,0.0,0.0,1.3,0.0,0.2,0.0,0.0,0.0,6.3,16.4,0.0,15.0,55.3,1.8,0.0,0.0
2023-02-21,95.6,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,0.0,0.0,1.0,2.0,0.0,16.6,75.1,2.1,0.0,0.0
2023-02-23,94.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.6,0.0,0.0,0.4,6.2,0.0,6.4,79.9,0.0,0.0,0.0
2023-02-28,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,2.2,0.0,15.1,79.4,0.1,0.0,0.0
2023-03-05,94.6,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.2,0.0,0.0,0.1,5.2,0.0,3.9,83.4,0.8,0.0,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,80.5,0.0,3.9,0.0
2023-03-12,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.1,0.0,0.0,0.0,5.6,0.0,9.6,76.6,0.0,0.0,0.0
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,72.0,0.0,1.5,8.6
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,88.8,0.0,0.0,3.1
2023-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.9,67.7,0.0,9.6,12.5
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,88.3,0.0,0.0,2.8
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,75.8,0.0,0.0,7.2
2023-12-30,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,14.0,0.0,0.0,20.3,38.3,0.0,0.0,4.5,0.0,0.0,0.0
